METAR,RCMQ,261300Z,300,04KT,8000,FEW012 BKN080,18,16,Q1020,,,,,,,,
METAR,RCMQ,261230Z,280,04KT,9000,FEW012 BKN080,19,16,Q1020,NOSIG,,,,,,,
METAR,RCMQ,261200Z,190,05KT,9999,FEW012 BKN080,19,16,Q1020,NOSIG,,,,,,,
METAR,RCMQ,261130Z,130,04KT,9999,FEW012 BKN080,20,16,Q1020,NOSIG,,,,,,,
METAR,RCMQ,261100Z,110,05KT,9999,FEW012 BKN080,19,16,Q1019,NOSIG,,,,,,,
METAR,RCMQ,261030Z,020,02KT,9999,FEW012 BKN080,20,16,Q1019,NOSIG,,,,,,,
METAR,RCMQ,261000Z,090,03KT,9999,FEW012 BKN080,20,16,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260930Z,000,00KT,8000,FEW012 BKN060,20,16,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260900Z,310,04KT,8000,FEW012 BKN060,21,16,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260830Z,280,04KT,7000,FEW010 BKN080,21,16,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260800Z,280,04KT,7000,FEW010 BKN080,21,17,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260730Z,300,04KT,6000,FEW008 SCT016 BKN080,21,17,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260700Z,310,06KT,6000,FEW008 SCT016 BKN080,21,17,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260630Z,310,06KT,6000,FEW008 SCT016 BKN080,22,17,Q1019,NOSIG,,,,,,,
METAR,RCMQ,260600Z,340,02KT,6000,FEW008 SCT016 BKN080,22,17,Q1019,NOSIG,,,,,,,
SPECI,RCMQ,260535Z,350,03KT,5000,BR,FEW006 SCT016 BKN080,22,18,Q1020,NOSIG,,,,,,
METAR,RCMQ,260530Z,320,05KT,4000,BR,FEW006 SCT016 BKN080,21,18,Q1020,NOSIG,,,,,,
METAR,RCMQ,260500Z,320,06KT,4000,BR,SCT004 BKN016 BKN050 BKN050,21,18,Q1020,<strong>BECMG<,strong>,5000,BR,,,
SPECI,RCMQ,260450Z,320,06KT,4000,BR,SCT004 BKN016 BKN050 BKN050,22,18,Q1020,<strong>BECMG<,strong>,5000,BR,,,
METAR,RCMQ,260430Z,310,06KT,3200,BR,BKN002 OVC020 BKN002,20,18,Q1021,<strong>BECMG<,strong>,TL0500,0800,FG,,
SPECI,RCMQ,260405Z,360,07KT,3200,BR,BKN002 OVC020 BKN002,20,18,Q1021,<strong>BECMG<,strong>,TL0500,0800,FG,,
METAR,RCMQ,260400Z,350,07KT,2400,BR,BKN002 OVC020 BKN002,20,18,Q1021,<strong>BECMG<,strong>,TL0500,0800,FG,,
METAR,RCMQ,260330Z,340,08KT,2400,BR,BKN002 OVC020 BKN002,20,18,Q1021,<strong>BECMG<,strong>,TL0500,0800,FG,,
METAR,RCMQ,260300Z,350,09KT,2400,BR,BKN002 OVC020 BKN002,20,18,Q1022,<strong>BECMG<,strong>,TL0500,0800,FG,,
SPECI,RCMQ,260255Z,340,08KT,2400,BR,BKN002 OVC020 BKN002,19,18,Q1022,<strong>BECMG<,strong>,TL0500,0800,FG,,
SPECI,RCMQ,260235Z,350,08KT,1600,BR,BKN002 OVC020 BKN002,19,18,Q1022,<strong>BECMG<,strong>,TL0500,0800,FG,,
METAR,RCMQ,260230Z,350,08KT,1200,R36,P2000,BR,BKN002 OVC020 BKN002,19,17,Q1022,<strong>BECMG<,strong>,TL0500,0800,FG
METAR,RCMQ,260200Z,360,08KT,1200,R36,P2000,BR,BKN002 OVC020 BKN002,18,17,Q1022,<strong>BECMG<,strong>,TL0500,0800,FG
SPECI,RCMQ,260140Z,350,09KT,1200,R36,1600,BR,BKN002 OVC020 BKN002,18,17,Q1022,<strong>BECMG<,strong>,TL0500,0800,FG
METAR,RCMQ,260130Z,350,09KT,1600,BR,BKN003 BKN020 BKN002,19,18,Q1022,<strong>BECMG<,strong>,FM0200,TL0500,0800,FG,
SPECI,RCMQ,260118Z,350,09KT,1600,BR,BKN003 BKN020,18,18,Q1022,NOSIG,,,,,,
METAR,RCMQ,260100Z,340,07KT,2400,BR,BKN003 BKN020,18,18,Q1022,NOSIG,,,,,,
SPECI,RCMQ,260045Z,330,08KT,2400,BR,BKN004 BKN020 BKN004,18,18,Q1022,<strong>BECMG<,strong>,2400,BR,,,
METAR,RCMQ,260030Z,330,05KT,3200,BR,SCT004 BKN080,18,17,Q1022,NOSIG,,,,,,
SPECI,RCMQ,260020Z,330,06KT,3200,BR,SCT004 BKN080,18,17,Q1022,NOSIG,,,,,,
METAR,RCMQ,260000Z,360,05KT,4000,BR,FEW004 BKN080,18,17,Q1021,NOSIG,,,,,,
SPECI,RCMQ,252352Z,350,04KT,4000,BR,FEW004 BKN080,18,17,Q1021,NOSIG,,,,,,
METAR,RCMQ,252330Z,310,04KT,3200,BR,FEW008 SCT030 BKN080,17,17,Q1021,NOSIG,,,,,,
SPECI,RCMQ,252325Z,320,04KT,3200,BR,FEW008 SCT030 BKN080,17,17,Q1021,<strong>BECMG<,strong>,3200,BR,,,
METAR,RCMQ,252300Z,320,04KT,2400,BR,FEW008 SCT030 BKN080,17,17,Q1021,NOSIG,,,,,,
METAR,RCMQ,252230Z,350,04KT,2400,BR,FEW008 SCT030 BKN060,16,16,Q1021,NOSIG,,,,,,
METAR,RCMQ,252200Z,320,04KT,2400,BR,FEW008 SCT030 BKN060,16,16,Q1020,NOSIG,,,,,,
METAR,RCMQ,252130Z,350,04KT,2400,BR,FEW004 SCT008 BKN016,17,16,Q1020,NOSIG,,,,,,
SPECI,RCMQ,252125Z,320,04KT,2400,BR,FEW004 SCT008 BKN016 BKN016,17,16,Q1020,<strong>BECMG<,strong>,2400,BR,,,
METAR,RCMQ,252100Z,320,04KT,1200,R36,P2000,BR,BKN002 OVC004 BKN002,17,16,Q1020,<strong>BECMG<,strong>,TL0000,0800,FG
METAR,RCMQ,252030Z,340,04KT,1200,R36,P2000,BR,BKN002 OVC004,17,16,Q1020,,,,,
METAR,RCMQ,252000Z,340,04KT,1200,R36,P2000,BR,BKN002 OVC004,17,16,Q1020,,,,,
METAR,RCMQ,251900Z,350,04KT,1200,R36,P2000,BR,BKN002 OVC004,17,16,Q1021,,,,,
