METAR,RCNN,261300Z,000,00KT,6000,FEW012 SCT080,18,15,Q1020,,,,,
METAR,RCNN,261230Z,000,00KT,6000,FEW012 SCT080,18,15,Q1019,,,,,
METAR,RCNN,261200Z,350,01KT,6000,FEW012 SCT080,19,16,Q1019,,,,,
METAR,RCNN,261130Z,020,03KT,7000,FEW012 BKN080,20,16,Q1019,,,,,
METAR,RCNN,261100Z,020,03KT,7000,FEW012 BKN080,20,16,Q1019,,,,,
METAR,RCNN,261030Z,010,03KT,8000,FEW012 BKN080,20,16,Q1019,NOSIG,,,,
METAR,RCNN,261000Z,020,05KT,8000,FEW012 BKN080,21,16,Q1019,NOSIG,,,,
METAR,RCNN,260930Z,030,06KT,9000,FEW012 BKN080,22,16,Q1019,NOSIG,,,,
METAR,RCNN,260900Z,360,09KT,9999,FEW012 BKN080,22,16,Q1019,NOSIG,,,,
METAR,RCNN,260830Z,350,08KT,9999,FEW012 BKN080,23,16,Q1019,NOSIG,,,,
METAR,RCNN,260800Z,010,09KT,9999,FEW012 BKN080,24,16,Q1018,NOSIG,,,,
METAR,RCNN,260730Z,360,08KT,9999,FEW012 BKN080,24,16,Q1018,NOSIG,,,,
METAR,RCNN,260700Z,010,09KT,9999,FEW016 BKN080,25,16,Q1018,NOSIG,,,,
METAR,RCNN,260630Z,020,08KT,9999,FEW012 BKN080,25,16,Q1018,NOSIG,,,,
METAR,RCNN,260600Z,360,07KT,9000,FEW012 BKN080,25,17,Q1019,NOSIG,,,,
METAR,RCNN,260530Z,050,07KT,9000,FEW012 BKN080,25,17,Q1019,NOSIG,,,,
METAR,RCNN,260500Z,010,08KT,9000,FEW012 SCT030 BKN080,24,17,Q1020,NOSIG,,,,
METAR,RCNN,260430Z,360,07KT,8000,FEW012 SCT030 BKN080,24,16,Q1020,NOSIG,,,,
METAR,RCNN,260400Z,010,06KT,7000,FEW012 SCT030 BKN080,24,16,Q1021,NOSIG,,,,
METAR,RCNN,260330Z,010,06KT,6000,FEW010 SCT025 BKN060,24,16,Q1021,NOSIG,,,,
METAR,COR,RCNN,260,300Z,36006KT,6000,FEW010 SCT025 BKN060,23,16,Q1022,NOSIG,,,
METAR,RCNN,260230Z,030,05KT,5000,HZ,FEW010 SCT025 BKN060,23,17,Q1022,NOSIG,,,
METAR,RCNN,260200Z,040,06KT,5000,HZ,FEW008 SCT025 BKN050,22,17,Q1022,NOSIG,,,
SPECI,RCNN,260155Z,040,06KT,5000,HZ,FEW008 SCT025 BKN050,22,17,Q1022,NOSIG,,,
METAR,RCNN,260130Z,030,05KT,4000,BR,SCT008 SCT025 BKN040,21,17,Q1022,<strong>BECMG<,strong>,5000,BR
METAR,RCNN,260125Z,030,05KT,4000,BR,SCT008 SCT025 BKN040,21,17,Q1022,<strong>BECMG<,strong>,5000,BR
METAR,RCNN,260100Z,020,05KT,4000,BR,SCT008 SCT025 BKN040,20,17,Q1022,<strong>BECMG<,strong>,5000,BR
SPECI,RCNN,260045Z,020,05KT,4000,BR,SCT008 SCT025 BKN040,20,17,Q1022,NOSIG,,,
METAR,RCNN,260030Z,010,06KT,3200,BR,SCT008 SCT025 BKN040,20,17,Q1022,NOSIG,,,
METAR,RCNN,260000Z,040,05KT,3200,BR,FEW010 SCT025 BKN040,20,17,Q1021,NOSIG,,,
METAR,RCNN,252330Z,040,04KT,3200,BR,FEW010 SCT025 BKN040,19,17,Q1021,NOSIG,,,
METAR,RCNN,252300Z,050,04KT,3200,BR,FEW010 BKN020 BKN040,19,17,Q1021,NOSIG,,,
SPECI,RCNN,252238Z,010,05KT,3200,BR,FEW010 BKN020 BKN040,19,17,Q1021,NOSIG,,,
METAR,RCNN,252230Z,010,05KT,4000,BR,FEW010 BKN020 BKN040,19,17,Q1021,<strong>BECMG<,strong>,3200,BR
METAR,RCNN,252200Z,010,04KT,4000,BR,FEW012 SCT025 BKN040,19,17,Q1020,<strong>BECMG<,strong>,3200,BR
METAR,RCNN,252130Z,020,06KT,4000,BR,FEW012 SCT025 BKN040,19,17,Q1020,<strong>BECMG<,strong>,3200,BR
SPECI,RCNN,252106Z,010,07KT,4000,BR,FEW012 SCT025 BKN040,19,17,Q1020,<strong>BECMG<,strong>,3200,BR
METAR,RCNN,252100Z,010,06KT,5000,BR,FEW012 SCT025 BKN040,19,17,Q1020,<strong>BECMG<,strong>,3200,BR
SPECI,RCNN,252051Z,010,07KT,5000,BR,FEW012 SCT025 BKN040,19,17,Q1020,,,,
METAR,RCNN,252030Z,020,07KT,6000,FEW012 SCT025 BKN040,19,17,Q1020,,,,,
METAR,RCNN,252000Z,030,03KT,7000,FEW012 BKN040,19,17,Q1020,,,,,
METAR,RCNN,251900Z,030,06KT,7000,FEW012 BKN040,19,17,Q1021,,,,,
METAR,RCNN,251800Z,020,05KT,7000,FEW012 BKN040,20,17,Q1020,,,,,
METAR,RCNN,251700Z,020,05KT,7000,FEW012 BKN040,19,17,Q1021,,,,,
METAR,RCNN,251600Z,030,07KT,8000,FEW012 BKN040,19,16,Q1021,,,,,
METAR,RCNN,251500Z,020,08KT,9000,FEW012 BKN040,19,17,Q1021,,,,,
METAR,RCNN,251400Z,030,07KT,9000,FEW012 BKN040,19,17,Q1021,,,,,
METAR,RCNN,251330Z,020,10KT,9999,FEW012 BKN040,20,17,Q1021,,,,,
METAR,RCNN,251300Z,020,10KT,9999,FEW012 BKN040,20,16,Q1021,,,,,
