METAR,RCKU,101700Z,360,04KT,9999,FEW010 SCT080,13,11,Q1020,A3012,
METAR,RCKU,101600Z,350,07KT,9999,FEW010 SCT080,13,11,Q1020,A3013,
METAR,RCKU,101500Z,350,05KT,9999,FEW010 SCT025 BKN050,14,12,Q1020,A3013,
METAR,RCKU,101400Z,350,06KT,9999,FEW010 SCT025 BKN050,15,12,Q1020,A3013,
METAR,RCKU,101330Z,350,07KT,9999,FEW010 SCT025 BKN050,15,12,Q1020,A3012,
METAR,RCKU,101300Z,350,07KT,9999,FEW010 SCT025 BKN050,15,12,Q1020,A3013,
METAR,RCKU,101230Z,350,06KT,9999,FEW010 SCT025 BKN050,15,12,Q1020,A3013,
METAR,RCKU,101200Z,350,07KT,9999,FEW010 SCT025 BKN050,15,12,Q1019,A3011,
METAR,RCKU,101130Z,350,07KT,9999,FEW010 SCT025 BKN050,15,12,Q1019,A3011,
METAR,RCKU,101100Z,350,06KT,9999,FEW010 SCT025 BKN050,15,12,Q1019,A3011,
METAR,RCKU,101030Z,350,07KT,9999,FEW010 SCT025 BKN060,15,12,Q1019,A3011,
METAR,RCKU,101000Z,350,07KT,9999,FEW010 SCT025 BKN060,16,13,Q1019,A3010,
METAR,RCKU,100930Z,340,07KT,9999,FEW010 SCT025 BKN060,16,13,Q1019,A3010,
METAR,RCKU,100900Z,350,06KT,9999,FEW010 SCT025 BKN060,16,13,Q1019,NOSIG,A3010
METAR,RCKU,100830Z,010,08KT,9999,FEW010 SCT025 BKN060,16,13,Q1019,NOSIG,A3009
METAR,RCKU,100800Z,360,07KT,9999,FEW010 SCT025 BKN060,16,13,Q1019,NOSIG,A3009
METAR,RCKU,100730Z,350,08KT,9999,FEW010 SCT025 BKN060,16,12,Q1019,NOSIG,A3009
METAR,RCKU,100630Z,010,06KT,9999,FEW010 SCT025 BKN060,16,13,Q1019,NOSIG,A3009
METAR,RCKU,100600Z,010,06KT,9999,FEW012 SCT025 BKN060,15,12,Q1019,A3011,
METAR,RCKU,100530Z,010,06KT,9999,FEW012 SCT025 BKN060,15,12,Q1020,A3012,
METAR,RCKU,100500Z,360,06KT,9999,FEW012 SCT025 BKN060,15,12,Q1020,A3014,
METAR,RCKU,100430Z,360,06KT,9999,FEW012 SCT025 BKN060,15,12,Q1021,NOSIG,A3015
METAR,RCKU,100400Z,350,07KT,9999,FEW012 SCT025 BKN060,15,12,Q1021,NOSIG,A3016
METAR,RCKU,100330Z,350,06KT,9999,FEW012 SCT025 BKN060,15,12,Q1021,NOSIG,A3015
METAR,RCKU,100300Z,350,07KT,9999,FEW012 SCT025 BKN050,15,11,Q1021,NOSIG,A3017
METAR,RCKU,100230Z,350,06KT,9999,FEW012 SCT025 BKN050,15,11,Q1022,NOSIG,A3019
METAR,RCKU,100200Z,340,05KT,9999,FEW012 SCT030 BKN060,19,13,Q1022,NOSIG,A3020
METAR,RCKU,100130Z,330,06KT,9999,FEW012 SCT025 BKN050,15,11,Q1021,NOSIG,A3017
METAR,RCKU,100100Z,340,06KT,9999,FEW012 SCT025 BKN050,15,11,Q1021,NOSIG,A3016
METAR,RCKU,100030Z,350,06KT,9999,FEW012 SCT025 BKN050,15,11,Q1021,NOSIG,A3015
METAR,RCKU,100000Z,350,07KT,9999,FEW012 SCT025 BKN050,15,11,Q1021,NOSIG,A3015
METAR,RCKU,092330Z,360,06KT,9999,FEW012 SCT025 BKN050,15,11,Q1021,NOSIG,A3015
METAR,RCKU,092300Z,350,08KT,9999,FEW012 SCT025 BKN050,14,11,Q1020,NOSIG,A3014
METAR,RCKU,092230Z,340,07KT,9999,FEW012 SCT025 BKN050,14,11,Q1020,NOSIG,A3013
METAR,RCKU,092200Z,360,07KT,9999,FEW012 SCT020 BKN050,14,11,Q1020,NOSIG,A3012
METAR,RCKU,092130Z,350,07KT,9999,FEW012 SCT020 BKN050,14,11,Q1020,NOSIG,A3013
METAR,RCKU,092100Z,350,07KT,9999,FEW012 SCT030 BKN060,14,11,Q1020,NOSIG,A3012
METAR,RCKU,092030Z,340,09KT,9999,FEW012 SCT030 BKN060,14,11,Q1019,A3011,
METAR,RCKU,092000Z,340,08KT,9999,FEW012 SCT030 BKN060,15,11,Q1019,A3011,
METAR,RCKU,091900Z,360,08KT,9999,FEW012 SCT030 BKN060,14,11,Q1020,A3013,
METAR,RCKU,091800Z,350,11KT,9999,FEW012 SCT030 BKN060,15,11,Q1021,A3015,
METAR,RCKU,091700Z,330,07KT,9999,FEW012 SCT030 BKN080,15,12,Q1020,A3014,
