METAR,RCMQ,010830Z,020,09KT,9999,VCSH,FEW006 BKN008 BKN020 BKN040,16,14,Q1021,BECMG,A3016,VCSH,SW,
SPECI,RCMQ,010807Z,010,10KT,9999,VCSH,FEW006 BKN008 BKN020,16,14,Q1021,NOSIG,A3016,VCSH,SW,
METAR,RCMQ,010800Z,010,10KT,9999,-RA,SCT006 BKN008 BKN020,16,14,Q1021,NOSIG,A3016,RA,AMT,T
METAR,RCMQ,010730Z,010,12KT,8000,-RA,SCT006 BKN008 BKN020,15,14,Q1021,NOSIG,A3015,,,
METAR,RCMQ,010700Z,010,12KT,8000,-RA,SCT006 BKN008 BKN020,15,14,Q1021,NOSIG,A3015,RA,AMT,T
METAR,RCMQ,010630Z,030,13KT,7000,-RA,SCT006 BKN008 BKN020,15,14,Q1020,NOSIG,A3014,,,
METAR,RCMQ,010600Z,010,15KT,7000,-RA,SCT006 BKN008 BKN020,15,14,Q1021,NOSIG,A3016,RA,AMT,0.5MM
SPECI,RCMQ,010538Z,010,14KT,7000,-RA,SCT006 BKN008 BKN020,15,13,Q1021,NOSIG,A3017,,,
METAR,RCMQ,010530Z,010,14KT,9999,VCSH,SCT008 BKN012 BKN050 BKN008,15,13,Q1021,BECMG,A3016,VCSH,SW,
METAR,RCMQ,010500Z,020,17KT,9999,SCT008 BKN012 BKN050,16,13,Q1021,NOSIG,A3017,,,,
METAR,RCMQ,010430Z,010,15KT,9999,FEW008 BKN012 BKN050,16,13,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,010400Z,360,15KT,9999,FEW008 BKN012 BKN050,17,13,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,010330Z,010,15KT,9999,FEW008 BKN012 BKN050,17,13,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,010300Z,010,15KT,9999,FEW008 BKN012 BKN050,18,13,Q1023,NOSIG,A3021,,,,
METAR,RCMQ,010230Z,020,16KT,9999,FEW008 BKN012 BKN050,16,13,Q1023,NOSIG,A3021,,,,
METAR,RCMQ,010200Z,020,18KT,9999,FEW008 BKN012 BKN050,16,13,Q1023,NOSIG,A3021,,,,
METAR,RCMQ,010130Z,010,16KT,9999,FEW008 BKN012 BKN050,16,13,Q1023,NOSIG,A3021,,,,
METAR,RCMQ,010100Z,020,17KT,9999,FEW008 BKN012 BKN050,16,13,Q1022,NOSIG,A3020,,,,
METAR,RCMQ,010030Z,010,16KT,9999,FEW008 BKN012 BKN050,15,12,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,010000Z,010,14KT,9999,FEW008 BKN012 BKN050,14,12,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,312330Z,010,13KT,9999,FEW008 BKN012 BKN050,14,12,Q1022,NOSIG,A3018,,,,
SPECI,RCMQ,312307Z,020,13KT,9999,FEW008 BKN012 BKN050,13,12,Q1021,NOSIG,A3017,,,,
METAR,RCMQ,312300Z,010,13KT,9999,FEW008 SCT012 BKN050,14,12,Q1021,NOSIG,A3017,,,,
METAR,RCMQ,312230Z,020,12KT,9999,FEW008 SCT012 BKN050,14,12,Q1021,NOSIG,A3017,,,,
SPECI,RCMQ,312205Z,020,16KT,9999,FEW008 SCT012 BKN050,14,12,Q1021,NOSIG,A3016,,,,
METAR,RCMQ,312200Z,020,16KT,9999,FEW008 BKN012 BKN040 BKN050,14,12,Q1021,BECMG,A3016,,,,
METAR,RCMQ,312130Z,020,18KT,9999,FEW008 BKN012 BKN040,13,12,Q1021,NOSIG,A3015,,,,
METAR,RCMQ,312100Z,010,17KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,NOSIG,A3015,,,,
METAR,RCMQ,312030Z,010,18KT,9999,FEW008 BKN012 BKN040,14,12,Q1020,A3014,,,,,
METAR,RCMQ,312000Z,020,19KT,9999,FEW008 BKN012 BKN040,14,12,Q1020,A3014,,,,,
METAR,RCMQ,311900Z,020,17KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,A3016,,,,,
METAR,RCMQ,311800Z,010,16KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,A3016,,,,,
METAR,RCMQ,311700Z,020,18KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,A3016,,,,,
METAR,RCMQ,311600Z,020,19KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,A3016,,,,,
METAR,RCMQ,311500Z,010,11KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,
METAR,RCMQ,311400Z,020,13KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,
METAR,RCMQ,311330Z,020,11KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,
METAR,RCMQ,311300Z,020,15KT,9999,FEW008 BKN012 BKN040,15,13,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,311230Z,020,15KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3019,,,,
METAR,RCMQ,311200Z,020,19KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3018,,,,
METAR,RCMQ,311130Z,010,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3018,,,,
METAR,RCMQ,311100Z,010,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3017,,,,
METAR,RCMQ,311030Z,020,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3016,,,,
METAR,RCMQ,311000Z,020,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3015,,,,
METAR,RCMQ,310930Z,010,17KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3015,,,,
METAR,RCMQ,310900Z,010,17KT,9999,FEW008 BKN012 BKN050,16,13,Q1020,NOSIG,A3014,,,,
METAR,RCMQ,310830Z,360,18KT,9999,FEW008 BKN012 BKN050,17,14,Q1020,NOSIG,A3013,,,,
