METAR,RCMQ,190800Z,360,17KT,9999,FEW010,20,14,Q1020,NOSIG,A3014,,,
METAR,RCMQ,190730Z,350,17KT,9999,FEW010,21,14,Q1020,NOSIG,A3014,,,
METAR,RCMQ,190700Z,340,14KT,9999,FEW010,22,14,Q1020,NOSIG,A3013,,,
METAR,RCMQ,190630Z,350,13KT,9999,FEW010,23,14,Q1020,NOSIG,A3012,,,
METAR,RCMQ,190600Z,340,11KT,9999,FEW010,24,14,Q1020,NOSIG,A3012,,,
METAR,RCMQ,190530Z,350,08KT,9999,FEW010,24,14,Q1020,NOSIG,A3013,,,
METAR,RCMQ,190500Z,350,09KT,9999,FEW010,24,14,Q1020,NOSIG,A3014,,,
METAR,RCMQ,190430Z,330,07KT,9999,FEW010,24,14,Q1021,NOSIG,A3016,,,
METAR,RCMQ,190400Z,340,07KT,9999,FEW010,23,13,Q1022,NOSIG,A3018,,,
METAR,RCMQ,190330Z,350,07KT,9999,FEW010 SCT050,22,13,Q1022,NOSIG,A3020,,,
METAR,RCMQ,190300Z,340,07KT,9999,FEW010 SCT050,22,13,Q1023,NOSIG,A3022,,,
METAR,RCMQ,190230Z,320,05KT,9999,FEW010 BKN050,21,13,Q1023,NOSIG,A3023,,,
METAR,RCMQ,190200Z,330,03KT,9999,FEW010 BKN050,21,13,Q1023,NOSIG,A3023,,,
METAR,RCMQ,190130Z,000,00KT,9999,FEW010 SCT040 BKN060,20,13,Q1023,NOSIG,A3023,,,
METAR,RCMQ,190100Z,150,01KT,9999,FEW010 SCT040 BKN060,20,13,Q1024,NOSIG,A3024,,,
METAR,RCMQ,190030Z,000,00KT,9999,FEW010 BKN040 BKN060,18,13,Q1024,NOSIG,A3024,,,
METAR,RCMQ,190000Z,130,04KT,9999,FEW010 BKN040 BKN060,17,13,Q1023,NOSIG,A3023,,,
METAR,RCMQ,182330Z,000,00KT,9999,FEW010 BKN030 BKN050,15,12,Q1023,NOSIG,A3022,,,
METAR,RCMQ,182300Z,000,00KT,9999,FEW010 BKN030 BKN050,15,12,Q1023,NOSIG,A3022,,,
METAR,RCMQ,182230Z,000,00KT,9999,FEW008 BKN030,15,12,Q1023,NOSIG,A3022,,,
SPECI,RCMQ,182205Z,010,04KT,3200,BR,SCT003 BKN010 BKN040 SCT003,19,18,Q1018,NOSIG,A3006,APCH,CLD
METAR,RCMQ,182200Z,000,00KT,9999,FEW008 BKN030,15,12,Q1023,NOSIG,A3021,,,
METAR,RCMQ,182130Z,270,03KT,9999,FEW008 BKN030,15,11,Q1022,NOSIG,A3020,,,
METAR,RCMQ,182100Z,290,03KT,9999,FEW008 BKN030,15,12,Q1022,NOSIG,A3018,,,
METAR,RCMQ,182030Z,310,03KT,9999,FEW008 BKN030,15,12,Q1021,A3017,,,,
METAR,RCMQ,182000Z,330,02KT,9999,FEW008 BKN030,15,11,Q1021,A3016,,,,
METAR,RCMQ,181900Z,000,00KT,9999,FEW008 BKN030,15,11,Q1021,A3016,,,,
METAR,RCMQ,181800Z,030,03KT,9999,FEW008 BKN030,14,11,Q1021,A3017,,,,
METAR,RCMQ,181700Z,010,04KT,9999,FEW008 BKN030,14,11,Q1022,A3018,,,,
METAR,RCMQ,181600Z,030,04KT,9999,FEW008 BKN030,14,10,Q1022,A3019,,,,
METAR,RCMQ,181500Z,010,07KT,9999,FEW008 SCT030,14,11,Q1022,A3019,,,,
METAR,RCMQ,181400Z,020,09KT,9999,FEW008 SCT030,13,10,Q1022,NOSIG,A3019,,,
METAR,RCMQ,181330Z,020,09KT,9999,FEW008,13,10,Q1022,NOSIG,A3019,,,
METAR,RCMQ,181300Z,020,10KT,9999,FEW008,13,10,Q1022,NOSIG,A3018,,,
METAR,RCMQ,181230Z,020,10KT,9999,FEW008,13,10,Q1022,NOSIG,A3018,,,
METAR,RCMQ,181200Z,020,12KT,9999,FEW008,13,10,Q1021,NOSIG,A3016,,,
METAR,RCMQ,181130Z,010,11KT,9999,FEW008,14,10,Q1021,NOSIG,A3015,,,
METAR,RCMQ,181100Z,010,12G22KT,9999,FEW008,14,10,Q1020,NOSIG,A3014,,,
METAR,RCMQ,181030Z,010,14G24KT,9999,FEW008,14,10,Q1020,NOSIG,A3014,,,
METAR,RCMQ,181000Z,010,15G25KT,9999,FEW008,14,10,Q1020,NOSIG,A3014,,,
METAR,RCMQ,180930Z,010,18G28KT,9999,FEW008,16,10,Q1020,NOSIG,A3013,,,
METAR,RCMQ,180900Z,010,18G28KT,9999,FEW008,16,10,Q1020,NOSIG,A3013,,,
METAR,RCMQ,180830Z,010,17G27KT,9999,FEW008,17,10,Q1020,NOSIG,A3013,,,
METAR,RCMQ,180800Z,010,18G28KT,9999,FEW008,18,10,Q1020,NOSIG,A3012,,,
