METAR,RCNN,281600Z,040,03KT,8000,FEW012 SCT060,23,20,Q1013,A2991,,,
METAR,RCNN,281500Z,040,06KT,9000,FEW012 SCT060,24,19,Q1013,A2992,,,
METAR,RCNN,281400Z,350,06KT,9000,FEW012 SCT060,24,20,Q1013,A2993,,,
METAR,RCNN,281330Z,020,07KT,9000,FEW012 SCT060,24,20,Q1013,A2993,,,
METAR,RCNN,281300Z,360,05KT,9999,FEW012 SCT060,24,20,Q1013,A2993,,,
METAR,RCNN,281230Z,010,05KT,9999,FEW012 SCT060,24,20,Q1013,A2992,,,
METAR,RCNN,281200Z,020,06KT,9999,FEW012 SCT060,24,20,Q1013,A2991,,,
METAR,RCNN,281130Z,010,07KT,9999,FEW012 SCT030 BKN050,24,20,Q1012,A2990,,,
METAR,RCNN,281100Z,360,06KT,9999,FEW012 SCT030 BKN050,25,20,Q1012,A2989,,,
METAR,RCNN,281030Z,010,09KT,9999,FEW012 SCT030 BKN050,25,20,Q1012,A2988,,,
METAR,RCNN,281000Z,330,09KT,9999,FEW012 SCT030 BKN050,26,20,Q1012,NOSIG,A2988,,
METAR,RCNN,280930Z,310,09KT,9999,FEW012 SCT030 BKN050,26,20,Q1011,NOSIG,A2987,,
METAR,RCNN,280900Z,330,08KT,9999,FEW012 SCT030,27,20,Q1011,NOSIG,A2986,,
METAR,RCNN,280830Z,310,07KT,9999,FEW012 SCT030,29,20,Q1010,NOSIG,A2985,,
METAR,RCNN,280800Z,280,04KT,9999,FEW012 SCT030,29,19,Q1010,NOSIG,A2985,,
METAR,RCNN,280730Z,270,05KT,9999,FEW012 SCT030,30,18,Q1010,NOSIG,A2985,,
METAR,RCNN,280700Z,280,07KT,9999,FEW012 SCT030,31,20,Q1011,NOSIG,A2985,,
METAR,RCNN,280630Z,300,08KT,9999,FEW012 SCT030,30,20,Q1011,NOSIG,A2986,,
METAR,RCNN,280600Z,300,06KT,9999,FEW012 SCT030,31,20,Q1011,NOSIG,A2987,,
METAR,RCNN,280530Z,280,08KT,9999,FEW012 SCT030,31,19,Q1012,NOSIG,A2988,,
METAR,RCNN,280500Z,290,06KT,9999,FEW012 SCT100,31,19,Q1012,NOSIG,A2989,,
METAR,RCNN,280430Z,280,03KT,9999,FEW012 SCT100,31,19,Q1012,NOSIG,A2990,,
METAR,RCNN,280400Z,280,03KT,9999,FEW012 SCT100,30,19,Q1013,NOSIG,A2992,,
METAR,RCNN,280330Z,310,03KT,9000,FEW012 SCT100,30,19,Q1013,NOSIG,A2993,,
METAR,RCNN,280300Z,310,03KT,8000,FEW012 SCT060,29,18,Q1014,NOSIG,A2994,,
METAR,RCNN,280230Z,040,02KT,8000,FEW012 SCT060,29,19,Q1014,NOSIG,A2995,,
METAR,RCNN,280200Z,350,03KT,7000,FEW012 SCT060,28,19,Q1014,NOSIG,A2996,,
METAR,RCNN,280130Z,030,04KT,7000,FEW012 SCT060,26,19,Q1015,NOSIG,A2997,,
METAR,RCNN,280100Z,030,05KT,7000,FEW012 SCT060,25,19,Q1014,NOSIG,A2997,,
METAR,RCNN,280030Z,010,05KT,7000,FEW012 SCT060,25,19,Q1014,NOSIG,A2996,,
METAR,RCNN,280000Z,010,05KT,6000,FEW012 BKN060,24,18,Q1014,NOSIG,A2996,,
METAR,RCNN,272330Z,340,02KT,6000,FEW012 BKN040,23,19,Q1014,NOSIG,A2995,,
METAR,RCNN,272300Z,340,04KT,6000,FEW012 BKN040,23,18,Q1013,NOSIG,A2994,,
METAR,RCNN,272230Z,000,00KT,6000,FEW012 SCT060,22,18,Q1013,NOSIG,A2992,,
METAR,RCNN,272200Z,020,05KT,6000,FEW012 SCT060,22,18,Q1012,NOSIG,A2991,,
METAR,RCNN,272130Z,010,05KT,6000,FEW012 SCT060,22,18,Q1012,BECMG,5000,BR,A2990
METAR,RCNN,272100Z,010,04KT,6000,FEW012 SCT060,22,18,Q1012,BECMG,5000,BR,A2990
METAR,RCNN,272030Z,010,04KT,6000,FEW012 SCT060,22,18,Q1012,A2989,,,
METAR,RCNN,272000Z,350,05KT,6000,FEW012 SCT060,22,19,Q1012,A2988,,,
METAR,RCNN,271900Z,010,02KT,8000,FEW012 SCT060,23,19,Q1012,A2988,,,
METAR,RCNN,271800Z,350,05KT,9000,FEW012 SCT060,23,19,Q1012,A2989,,,
METAR,RCNN,271700Z,350,07KT,9999,FEW012 SCT060,23,19,Q1012,A2991,,,
METAR,RCNN,271600Z,350,06KT,9999,FEW012 SCT060,24,19,Q1012,A2990,,,
