METAR,RCMQ,060230Z,320,06KT,9999,FEW012 BKN060,25,17,Q1018,NOSIG,A3006
METAR,RCMQ,060200Z,360,03KT,9999,FEW012 BKN060,25,17,Q1018,NOSIG,A3006
METAR,RCMQ,060130Z,020,04KT,9999,FEW012 BKN060,24,18,Q1018,NOSIG,A3007
METAR,RCMQ,060100Z,010,02KT,9999,FEW012 BKN060,22,17,Q1018,NOSIG,A3007
METAR,RCMQ,060030Z,040,04KT,9999,FEW012 BKN060,21,17,Q1018,NOSIG,A3007
METAR,RCMQ,060000Z,040,04KT,9999,FEW012 BKN060,19,17,Q1018,NOSIG,A3006
METAR,RCMQ,052330Z,360,04KT,9000,FEW012 BKN060,18,16,Q1017,NOSIG,A3006
METAR,RCMQ,052300Z,030,04KT,8000,FEW012 BKN060,17,16,Q1017,NOSIG,A3005
METAR,RCMQ,052230Z,010,04KT,8000,FEW012 BKN060,17,15,Q1017,NOSIG,A3004
METAR,RCMQ,052200Z,010,05KT,9000,FEW012 SCT060,16,14,Q1017,NOSIG,A3003
METAR,RCMQ,052130Z,000,00KT,9999,FEW012 SCT080,16,14,Q1016,NOSIG,A3002
METAR,RCMQ,052100Z,010,02KT,9999,FEW012 SCT080,16,13,Q1016,NOSIG,A3001
METAR,RCMQ,052030Z,080,01KT,9999,FEW010 BKN060,16,14,Q1016,A3000,
METAR,RCMQ,052000Z,000,00KT,9999,FEW010 BKN060,17,15,Q1016,A3000,
METAR,RCMQ,051900Z,120,04KT,9999,FEW010 BKN060,18,15,Q1016,A3001,
METAR,RCMQ,051800Z,140,03KT,9999,FEW010 BKN050,18,14,Q1016,A3002,
METAR,RCMQ,051700Z,150,04KT,9999,FEW010 BKN050,18,14,Q1017,A3004,
METAR,RCMQ,051600Z,140,04KT,9999,FEW010 BKN050,18,14,Q1017,A3005,
METAR,RCMQ,051500Z,000,00KT,9999,FEW010 BKN060,18,13,Q1017,A3005,
METAR,RCMQ,051400Z,000,00KT,9999,FEW010 BKN060,19,13,Q1017,A3004,
METAR,RCMQ,051330Z,000,00KT,9999,FEW010 BKN060,19,13,Q1017,A3005,
METAR,RCMQ,051300Z,360,05KT,9999,FEW010 BKN060,20,14,Q1017,NOSIG,A3005
METAR,RCMQ,051230Z,330,04KT,9999,FEW010 BKN060,19,13,Q1017,NOSIG,A3005
METAR,RCMQ,051200Z,330,05KT,9999,FEW010 BKN060,19,13,Q1017,NOSIG,A3004
METAR,RCMQ,051130Z,360,04KT,9999,FEW010 BKN060,20,13,Q1017,NOSIG,A3003
METAR,RCMQ,051100Z,350,05KT,9999,FEW010 BKN060,20,13,Q1017,NOSIG,A3003
METAR,RCMQ,051030Z,360,04KT,9999,FEW010 BKN060,21,13,Q1016,NOSIG,A3002
METAR,RCMQ,051000Z,330,05KT,9999,FEW010 BKN060,21,13,Q1016,NOSIG,A3001
METAR,RCMQ,050930Z,310,07KT,9999,FEW010 SCT060,23,13,Q1016,NOSIG,A3000
METAR,RCMQ,050900Z,310,08KT,9999,FEW010 SCT060,25,14,Q1015,NOSIG,A2999
METAR,RCMQ,050830Z,290,07KT,9999,FEW010 SCT060,26,14,Q1015,NOSIG,A2999
METAR,RCMQ,050800Z,280,06KT,9999,FEW010 SCT060,26,14,Q1015,NOSIG,A2998
METAR,RCMQ,050730Z,280,06KT,9999,FEW010 SCT060,27,14,Q1015,NOSIG,A2998
METAR,RCMQ,050700Z,300,06KT,9999,FEW010 SCT060,26,14,Q1015,NOSIG,A2998
METAR,RCMQ,050630Z,310,06KT,9999,FEW010 SCT060,27,14,Q1014,NOSIG,A2996
METAR,RCMQ,050600Z,340,07KT,9999,FEW010 SCT060,27,14,Q1015,NOSIG,A2998
METAR,RCMQ,050530Z,350,05KT,9999,FEW010 BKN060,27,14,Q1015,NOSIG,A2999
METAR,RCMQ,050500Z,350,06KT,9999,FEW010 BKN060,27,14,Q1016,NOSIG,A3000
METAR,RCMQ,050430Z,360,04KT,9999,FEW010 BKN060,27,14,Q1016,NOSIG,A3001
METAR,RCMQ,050400Z,020,05KT,9999,FEW010 BKN060,27,13,Q1017,NOSIG,A3005
METAR,RCMQ,050330Z,020,06KT,9999,FEW006 BKN025,26,14,Q1018,NOSIG,A3007
METAR,RCMQ,050300Z,330,06KT,9999,FEW006 BKN025,25,15,Q1019,NOSIG,A3009
METAR,RCMQ,050230Z,330,06KT,9999,FEW006 BKN025 BKN080,25,16,Q1019,NOSIG,A3011
