METAR,RCKU,291600Z,300,03KT,9999,FEW012 SCT050 BKN080,17,16,Q1020,
METAR,RCKU,291500Z,280,02KT,9999,FEW012 BKN080,17,16,Q1020,
METAR,RCKU,291400Z,300,01KT,9999,FEW012 BKN080,17,15,Q1020,
METAR,RCKU,291330Z,310,01KT,9999,FEW012 BKN080,17,15,Q1020,
METAR,RCKU,291300Z,000,00KT,9999,FEW012 BKN080,17,15,Q1020,
METAR,RCKU,291230Z,000,00KT,9999,FEW012 BKN080,18,15,Q1020,
METAR,RCKU,291200Z,340,02KT,9999,FEW012 BKN080,18,15,Q1019,
METAR,RCKU,291130Z,340,05KT,9999,FEW012 BKN080,18,15,Q1019,
METAR,RCKU,291100Z,340,06KT,9999,FEW012 BKN080,18,15,Q1019,
METAR,RCKU,291030Z,330,06KT,9999,FEW012 SCT050 BKN100,19,15,Q1019,
METAR,RCKU,291000Z,340,09KT,9999,FEW012 SCT050 BKN100,19,15,Q1019,
METAR,RCKU,290930Z,350,10KT,9999,FEW012 BKN100,20,15,Q1019,
METAR,RCKU,290900Z,340,09KT,9999,FEW012 BKN100,21,15,Q1018,NOSIG
METAR,RCKU,290830Z,340,12KT,9999,FEW012 BKN100,21,15,Q1018,NOSIG
METAR,RCKU,290800Z,320,10KT,9999,FEW012 BKN100,22,15,Q1018,NOSIG
METAR,RCKU,290730Z,340,12KT,9999,FEW012 BKN100,23,15,Q1018,NOSIG
METAR,RCKU,290700Z,320,12KT,9999,FEW012 BKN100,22,15,Q1018,NOSIG
METAR,RCKU,290630Z,330,11KT,9999,FEW012 BKN100,24,15,Q1018,NOSIG
METAR,RCKU,290600Z,340,09KT,9999,FEW012 SCT100,25,15,Q1018,NOSIG
METAR,RCKU,290530Z,340,08KT,9999,FEW012 SCT100,25,15,Q1018,NOSIG
METAR,RCKU,290500Z,350,08KT,9999,FEW012,24,15,Q1019,NOSIG
METAR,RCKU,290430Z,340,06KT,9999,FEW012,24,15,Q1019,NOSIG
METAR,RCKU,290400Z,360,07KT,9999,FEW012 SCT100,23,15,Q1020,NOSIG
METAR,RCKU,290330Z,350,06KT,9999,FEW012 SCT100,23,14,Q1020,NOSIG
METAR,RCKU,290300Z,350,06KT,9999,FEW012 SCT100,22,14,Q1021,NOSIG
METAR,RCKU,290230Z,350,06KT,9999,FEW012,21,14,Q1021,NOSIG
METAR,RCKU,290200Z,350,05KT,9999,FEW012 BKN100,20,14,Q1022,NOSIG
METAR,RCKU,290130Z,010,05KT,9999,FEW012 BKN100,19,14,Q1022,NOSIG
METAR,RCKU,290100Z,360,05KT,9999,FEW012 BKN100,18,13,Q1022,NOSIG
METAR,RCKU,290030Z,350,04KT,9999,FEW012 BKN100,17,13,Q1021,NOSIG
METAR,RCKU,290000Z,340,03KT,9999,FEW012 BKN100,15,13,Q1021,NOSIG
METAR,RCKU,282330Z,360,02KT,9999,FEW012 SCT060 BKN080,14,13,Q1021,NOSIG
METAR,RCKU,282230Z,000,00KT,9999,FEW012 BKN060,14,13,Q1021,NOSIG
METAR,RCKU,282200Z,350,02KT,9999,FEW012 BKN080,14,12,Q1020,NOSIG
METAR,RCKU,282130Z,320,03KT,9999,FEW012 BKN080,14,12,Q1020,NOSIG
METAR,RCKU,282100Z,320,01KT,9999,FEW012 BKN080,13,12,Q1020,NOSIG
METAR,RCKU,282030Z,360,03KT,9999,FEW012 BKN080,13,12,Q1020,
METAR,RCKU,282000Z,040,04KT,9999,FEW012 BKN100,13,12,Q1020,
METAR,RCKU,281900Z,360,05KT,9999,FEW012 BKN100,13,12,Q1020,
METAR,RCKU,281800Z,350,04KT,9999,FEW012,12,12,Q1020,
METAR,RCKU,281700Z,330,04KT,9999,FEW012,13,12,Q1020,
METAR,RCKU,281600Z,360,04KT,9999,FEW012 SCT100,13,12,Q1020,
