METAR,RCMQ,291600Z,360,03KT,9999,FEW012 BKN080,16,14,Q1021,
METAR,RCMQ,291500Z,340,01KT,9999,FEW012 BKN080,17,14,Q1021,
METAR,RCMQ,291400Z,000,00KT,9999,FEW012 BKN080,17,14,Q1021,
METAR,RCMQ,291330Z,350,03KT,9999,FEW012 BKN080,17,14,Q1021,NOSIG
METAR,RCMQ,291300Z,360,04KT,9999,FEW012 BKN080,17,14,Q1021,NOSIG
METAR,RCMQ,291230Z,350,04KT,9999,FEW012 BKN080,17,14,Q1020,NOSIG
METAR,RCMQ,291200Z,350,05KT,9999,FEW012 BKN080,17,14,Q1020,NOSIG
METAR,RCMQ,291130Z,360,05KT,9999,FEW012 BKN080,17,14,Q1020,NOSIG
METAR,RCMQ,291100Z,360,07KT,9999,FEW012 BKN080,18,14,Q1020,NOSIG
METAR,RCMQ,291030Z,360,08KT,9999,FEW012 BKN080,18,14,Q1019,NOSIG
METAR,RCMQ,291000Z,350,08KT,9999,FEW012 BKN080,18,14,Q1019,NOSIG
METAR,RCMQ,290930Z,360,11KT,9999,FEW012 BKN100,19,14,Q1019,NOSIG
METAR,RCMQ,290900Z,360,12KT,9999,FEW012 BKN100,19,14,Q1019,NOSIG
METAR,RCMQ,290830Z,360,12KT,9999,FEW012 BKN100,19,14,Q1019,NOSIG
METAR,RCMQ,290800Z,350,15KT,9999,FEW012 SCT100,19,14,Q1019,NOSIG
SPECI,RCMQ,290736Z,350,16KT,9999,FEW012 SCT100,21,14,Q1019,NOSIG
METAR,RCMQ,290730Z,350,16KT,9999,FEW012 SCT100,21,14,Q1019,NOSIG
METAR,RCMQ,290700Z,350,16KT,9999,FEW012 SCT100,22,15,Q1019,NOSIG
METAR,RCMQ,290630Z,350,16KT,9999,FEW012 SCT100,23,15,Q1019,NOSIG
METAR,RCMQ,290600Z,350,15KT,9999,FEW012 SCT100,23,15,Q1019,NOSIG
METAR,RCMQ,290530Z,350,15KT,9999,FEW012 SCT100,23,14,Q1019,NOSIG
METAR,RCMQ,290500Z,340,13KT,9999,FEW012 SCT100,23,14,Q1020,NOSIG
METAR,RCMQ,290430Z,340,11KT,9999,FEW012 SCT100,23,14,Q1020,NOSIG
METAR,RCMQ,290400Z,360,09KT,9999,FEW012 SCT100,23,13,Q1021,NOSIG
METAR,RCMQ,290330Z,350,07KT,9999,FEW012 BKN100,22,14,Q1022,NOSIG
METAR,RCMQ,290300Z,360,06KT,9999,FEW012 BKN100,21,14,Q1022,NOSIG
METAR,RCMQ,290230Z,340,05KT,9999,FEW012 BKN080,21,15,Q1022,NOSIG
METAR,RCMQ,290200Z,340,06KT,9999,FEW012 BKN080,20,15,Q1022,NOSIG
METAR,RCMQ,290130Z,350,06KT,9999,FEW012 SCT080,18,15,Q1022,NOSIG
METAR,RCMQ,290100Z,350,08KT,9999,FEW012 BKN080,17,14,Q1022,NOSIG
METAR,RCMQ,290030Z,010,06KT,9999,FEW012 BKN080,15,13,Q1022,NOSIG
METAR,RCMQ,290000Z,010,06KT,9999,FEW012 BKN080,14,12,Q1022,NOSIG
METAR,RCMQ,282330Z,360,05KT,9999,FEW012 BKN080,13,12,Q1022,NOSIG
METAR,RCMQ,282300Z,020,06KT,9999,FEW012 BKN080,13,12,Q1022,NOSIG
METAR,RCMQ,282230Z,360,05KT,9999,FEW012 BKN080,12,12,Q1021,NOSIG
METAR,RCMQ,282200Z,360,05KT,9999,FEW012 BKN080,12,11,Q1021,NOSIG
METAR,RCMQ,282130Z,010,07KT,9999,FEW012 BKN080,12,11,Q1021,NOSIG
METAR,RCMQ,282100Z,010,06KT,9999,FEW012 BKN080,12,11,Q1021,NOSIG
METAR,RCMQ,282030Z,010,04KT,9999,FEW012 SCT100,12,11,Q1021,
METAR,RCMQ,282000Z,360,04KT,9999,FEW012 SCT100,12,11,Q1021,
METAR,RCMQ,281900Z,020,04KT,9999,FEW012 SCT060,12,11,Q1021,
METAR,RCMQ,281800Z,360,04KT,9999,FEW012,12,11,Q1021,
METAR,RCMQ,281700Z,360,05KT,9999,FEW012 SCT100,12,10,Q1021,
METAR,RCMQ,281600Z,020,05KT,9999,FEW012 SCT100,13,11,Q1021,
