METAR,RCKU,300230Z,020,08KT,6000,FEW012 SCT025 BKN060,21,18,Q1021,NOSIG,
METAR,RCKU,300200Z,350,08KT,6000,FEW012 SCT025 BKN050,20,17,Q1022,NOSIG,
METAR,RCKU,300130Z,360,05KT,6000,FEW012 SCT025 BKN060,19,17,Q1022,NOSIG,
METAR,RCKU,300100Z,020,06KT,6000,FEW012 SCT025 BKN060,19,17,Q1022,NOSIG,
METAR,RCKU,300030Z,360,06KT,7000,FEW012 SCT025 BKN050,18,17,Q1021,NOSIG,
METAR,RCKU,300000Z,010,06KT,7000,FEW012 SCT030 BKN050,18,17,Q1021,NOSIG,
SPECI,RCKU,292351Z,020,06KT,7000,FEW012 SCT030 BKN050,17,16,Q1021,NOSIG,
METAR,RCKU,292330Z,360,08KT,9000,-RA,FEW012 SCT030 BKN050,17,16,Q1021,NOSIG
SPECI,RCKU,292324Z,360,09KT,9000,-RA,FEW012 SCT030 BKN050,17,16,Q1021,NOSIG
METAR,RCKU,292300Z,360,06KT,9000,FEW012 SCT030 BKN050,17,16,Q1021,NOSIG,
METAR,RCKU,292230Z,360,08KT,8000,FEW012 SCT030 BKN050,17,17,Q1021,NOSIG,
METAR,RCKU,292200Z,010,05KT,8000,FEW012 SCT030 BKN050,17,17,Q1020,NOSIG,
METAR,RCKU,292130Z,360,06KT,7000,FEW012 SCT030 BKN050,17,17,Q1020,NOSIG,
METAR,RCKU,292100Z,360,07KT,6000,FEW012 SCT030 BKN050,17,17,Q1020,NOSIG,
METAR,RCKU,292030Z,360,07KT,6000,FEW012 BKN030 BKN050,17,17,Q1020,,
METAR,RCKU,292000Z,330,03KT,6000,FEW012 BKN030 BKN050,17,17,Q1019,,
METAR,RCKU,291900Z,270,01KT,9999,FEW012 SCT030 BKN050,17,16,Q1019,,
METAR,RCKU,291800Z,110,01KT,9999,FEW012 SCT030 BKN080,17,16,Q1020,,
METAR,RCKU,291700Z,010,02KT,9999,FEW012 SCT050 BKN080,17,16,Q1020,,
METAR,RCKU,291600Z,300,03KT,9999,FEW012 SCT050 BKN080,17,16,Q1020,,
METAR,RCKU,291500Z,280,02KT,9999,FEW012 BKN080,17,16,Q1020,,
METAR,RCKU,291400Z,300,01KT,9999,FEW012 BKN080,17,15,Q1020,,
METAR,RCKU,291330Z,310,01KT,9999,FEW012 BKN080,17,15,Q1020,,
METAR,RCKU,291300Z,000,00KT,9999,FEW012 BKN080,17,15,Q1020,,
METAR,RCKU,291230Z,000,00KT,9999,FEW012 BKN080,18,15,Q1020,,
METAR,RCKU,291200Z,340,02KT,9999,FEW012 BKN080,18,15,Q1019,,
METAR,RCKU,291130Z,340,05KT,9999,FEW012 BKN080,18,15,Q1019,,
METAR,RCKU,291100Z,340,06KT,9999,FEW012 BKN080,18,15,Q1019,,
METAR,RCKU,291030Z,330,06KT,9999,FEW012 SCT050 BKN100,19,15,Q1019,,
METAR,RCKU,291000Z,340,09KT,9999,FEW012 SCT050 BKN100,19,15,Q1019,,
METAR,RCKU,290930Z,350,10KT,9999,FEW012 BKN100,20,15,Q1019,,
METAR,RCKU,290900Z,340,09KT,9999,FEW012 BKN100,21,15,Q1018,NOSIG,
METAR,RCKU,290830Z,340,12KT,9999,FEW012 BKN100,21,15,Q1018,NOSIG,
METAR,RCKU,290800Z,320,10KT,9999,FEW012 BKN100,22,15,Q1018,NOSIG,
METAR,RCKU,290730Z,340,12KT,9999,FEW012 BKN100,23,15,Q1018,NOSIG,
METAR,RCKU,290700Z,320,12KT,9999,FEW012 BKN100,22,15,Q1018,NOSIG,
METAR,RCKU,290630Z,330,11KT,9999,FEW012 BKN100,24,15,Q1018,NOSIG,
METAR,RCKU,290600Z,340,09KT,9999,FEW012 SCT100,25,15,Q1018,NOSIG,
METAR,RCKU,290530Z,340,08KT,9999,FEW012 SCT100,25,15,Q1018,NOSIG,
METAR,RCKU,290500Z,350,08KT,9999,FEW012,24,15,Q1019,NOSIG,
METAR,RCKU,290430Z,340,06KT,9999,FEW012,24,15,Q1019,NOSIG,
METAR,RCKU,290400Z,360,07KT,9999,FEW012 SCT100,23,15,Q1020,NOSIG,
METAR,RCKU,290330Z,350,06KT,9999,FEW012 SCT100,23,14,Q1020,NOSIG,
METAR,RCKU,290300Z,350,06KT,9999,FEW012 SCT100,22,14,Q1021,NOSIG,
METAR,RCKU,290230Z,350,06KT,9999,FEW012,21,14,Q1021,NOSIG,
