METAR,RCNN,120900Z,360,09KT,9999,FEW012,25,15,Q1018,NOSIG,A3006,,
METAR,RCNN,120830Z,010,09KT,9999,FEW012,26,15,Q1018,NOSIG,A3006,,
METAR,RCNN,120800Z,350,09KT,9999,FEW012,26,15,Q1018,NOSIG,A3006,,
METAR,RCNN,120730Z,350,10KT,9999,FEW012,27,15,Q1018,NOSIG,A3006,,
METAR,RCNN,120700Z,350,10KT,9999,FEW012,27,15,Q1017,NOSIG,A3006,,
METAR,RCNN,120630Z,360,10KT,9999,FEW012,27,15,Q1018,NOSIG,A3006,,
METAR,RCNN,120600Z,340,07KT,9999,FEW012,27,15,Q1018,NOSIG,A3007,,
METAR,RCNN,120530Z,350,06KT,9999,FEW012,28,15,Q1018,NOSIG,A3008,,
METAR,RCNN,120500Z,340,07KT,9999,FEW012,27,14,Q1019,NOSIG,A3010,,
METAR,RCNN,120430Z,360,05KT,9999,FEW012,27,13,Q1019,NOSIG,A3011,,
METAR,RCNN,120400Z,360,06KT,9999,FEW012,27,13,Q1020,NOSIG,A3013,,
METAR,RCNN,120330Z,350,05KT,9999,FEW012,26,13,Q1020,NOSIG,A3014,,
METAR,RCNN,120300Z,350,06KT,9999,FEW012,25,14,Q1021,NOSIG,A3016,,
METAR,RCNN,120230Z,020,03KT,9999,FEW012,24,14,Q1021,NOSIG,A3016,,
METAR,RCNN,120200Z,040,03KT,9000,FEW012,22,14,Q1021,NOSIG,A3017,,
METAR,RCNN,120130Z,050,04KT,8000,FEW012,21,14,Q1021,NOSIG,A3017,,
METAR,RCNN,120100Z,030,04KT,8000,FEW012,20,14,Q1021,NOSIG,A3017,,
METAR,RCNN,120030Z,050,07KT,7000,FEW012,19,14,Q1021,NOSIG,A3017,,
METAR,RCNN,120000Z,050,06KT,6000,FEW012,18,14,Q1021,NOSIG,A3016,,
METAR,RCNN,112330Z,040,06KT,6000,FEW012,17,14,Q1021,NOSIG,A3015,,
SPECI,RCNN,112322Z,040,06KT,6000,FEW012,16,14,Q1021,NOSIG,A3015,,
METAR,RCNN,112300Z,030,08KT,5000,BR,FEW012,16,13,Q1020,NOSIG,A3014,
METAR,RCNN,112230Z,030,06KT,5000,BR,FEW012,15,13,Q1020,NOSIG,A3014,
SPECI,RCNN,112214Z,030,06KT,5000,BR,FEW012,15,13,Q1020,NOSIG,A3014,
METAR,RCNN,112200Z,010,06KT,6000,FEW012,15,13,Q1020,BECMG,5000,BR,A3013
METAR,RCNN,112130Z,020,07KT,6000,FEW012,15,13,Q1020,BECMG,5000,BR,A3012
METAR,RCNN,112100Z,030,05KT,7000,FEW012,15,13,Q1019,BECNG,5000,BR,A3011
METAR,RCNN,112030Z,020,06KT,8000,FEW012,15,14,Q1019,A3011,,,
METAR,RCNN,112000Z,020,06KT,8000,FEW012,15,13,Q1019,A3010,,,
METAR,RCNN,111900Z,020,05KT,9000,FEW012,15,13,Q1019,A3010,,,
METAR,RCNN,111800Z,020,04KT,9999,FEW012,15,13,Q1019,A3011,,,
METAR,RCNN,111700Z,020,08KT,9999,FEW012,16,14,Q1020,A3012,,,
METAR,RCNN,111600Z,030,07KT,9999,FEW012,20,14,Q1020,A3014,,,
METAR,RCNN,111500Z,030,07KT,9999,FEW012 SCT030,17,14,Q1020,A3014,,,
METAR,RCNN,111400Z,020,08KT,9999,FEW012 SCT030,17,14,Q1020,A3014,,,
METAR,RCNN,111330Z,020,10KT,9999,FEW012 SCT030,18,15,Q1021,A3015,,,
METAR,RCNN,111300Z,010,06KT,9999,FEW012 SCT030,18,14,Q1020,A3014,,,
METAR,RCNN,111230Z,290,08KT,9999,FEW012,20,14,Q1020,A3014,,,
METAR,RCNN,111200Z,030,04KT,9999,FEW012,18,13,Q1020,A3013,,,
METAR,RCNN,111130Z,030,06KT,9999,FEW012,20,13,Q1020,A3013,,,
METAR,RCNN,111100Z,030,08KT,9999,FEW012,20,13,Q1020,A3012,,,
METAR,RCNN,111030Z,030,10KT,9999,FEW012,20,13,Q1020,NOSIG,A3012,,
METAR,RCNN,111000Z,020,12KT,9999,FEW012,21,13,Q1020,NOSIG,A3012,,
METAR,RCNN,110930Z,010,14KT,9999,FEW012,22,15,Q1020,NOSIG,A3012,,
METAR,RCNN,110900Z,010,16KT,9999,FEW012,23,14,Q1019,NOSIG,A3011,,
