METAR,RCMQ,311600Z,020,19KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,A3016,,,,,,,,
METAR,RCMQ,311500Z,010,11KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,,,,
METAR,RCMQ,311400Z,020,13KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,,,,
METAR,RCMQ,311330Z,020,11KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,,,,
METAR,RCMQ,311300Z,020,15KT,9999,FEW008 BKN012 BKN040,15,13,Q1022,NOSIG,A3019,,,,,,,
METAR,RCMQ,311230Z,020,15KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3019,,,,,,,
METAR,RCMQ,311200Z,020,19KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3018,,,,,,,
METAR,RCMQ,311130Z,010,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3018,,,,,,,
METAR,RCMQ,311100Z,010,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3017,,,,,,,
METAR,RCMQ,311030Z,020,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3016,,,,,,,
METAR,RCMQ,311000Z,020,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3015,,,,,,,
METAR,RCMQ,310930Z,010,17KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3015,,,,,,,
METAR,RCMQ,310900Z,010,17KT,9999,FEW008 BKN012 BKN050,16,13,Q1020,NOSIG,A3014,,,,,,,
METAR,RCMQ,310830Z,360,18KT,9999,FEW008 BKN012 BKN050,17,14,Q1020,NOSIG,A3013,,,,,,,
METAR,RCMQ,310800Z,360,18KT,9999,FEW008 BKN012 BKN050,18,14,Q1020,NOSIG,A3012,,,,,,,
METAR,RCMQ,310730Z,360,17KT,9999,FEW008 BKN012 BKN050,19,14,Q1019,NOSIG,A3011,,,,,,,
METAR,RCMQ,310700Z,360,15KT,9999,FEW008 BKN012 BKN050,19,15,Q1019,NOSIG,A3011,,,,,,,
METAR,RCMQ,310630Z,020,13KT,9999,FEW008 BKN012 BKN050,19,15,Q1020,NOSIG,A3012,,,,,,,
METAR,RCMQ,310600Z,010,16KT,9999,FEW008 BKN012 BKN050,19,15,Q1020,NOSIG,A3012,,,,,,,
METAR,RCMQ,310530Z,020,17KT,9999,FEW008 BKN012 BKN050,20,15,Q1020,NOSIG,A3013,,,,,,,
SPECI,RCMQ,310508Z,020,15KT,9999,FEW008 BKN012 BKN050,21,16,Q1020,NOSIG,A3013,,,,,,,
METAR,RCMQ,310500Z,020,14KT,9999,FEW004 BKN008 BKN020 BKN012,21,16,Q1020,<strong>BECMG<,strong>,A3013,,,,,,
METAR,RCMQ,310430Z,020,14KT,9999,FEW004 BKN008 BKN020,20,16,Q1021,NOSIG,A3015,,,,,,,
